REFERENCE,CHILD_DRIVE,BIRTHDAY,AGE,HOME_CHILDREN,JOB_TENURE,INCOME,HOME_VAL,MARITAL_STATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,CAR_COST,PTIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,CITY_RURAL
779705246,3,25-Aug-37,62,3,16,"£33,995","£136,824",Yes,M,<High School,z_Blue Collar,42,Private,7700,4,SUV,8002,3,No,4,16907,1,1,City
606191446,0,23-Feb-49,50,0,11,"£113,845",£0,No,M,High School,Clerical,18,Private,12880,1,Minivan,0,0,No,1,0,1,0,City
981096209,0,08-Sep-44,55,0,10,"£39,405","£162,971",Yes,M,Masters,,27,Commercial,10940,1,Pickup,0,0,Yes,1,4388,14,1,City
664499270,0,10-Jan-47,52,0,11,"£5,109",£0,No,F,High School,Home Maker,5,Private,2010,6,Sports Car,0,0,No,0,0,3,0,Rural
82554930,0,03-Aug-40,59,0,12,"£155,410","£428,734",Yes,M,Bachelors,Manager,40,Commercial,33330,7,Panel Truck,4765,3,No,4,5406,10,1,City
814507540,0,23-Aug-66,33,3,7,,"£146,147",Yes,F,<High School,z_Blue Collar,38,Private,22520,5,Minivan,3075,1,No,6,0,1,0,City
891109608,0,12-Apr-53,46,0,13,"£57,933","£201,038",No,F,Masters,Lawyer,7,Private,16620,1,SUV,0,0,No,0,9794,,1,City
18911750,0,26-Aug-53,46,0,12,"£9,537","£114,033",Yes,F,Masters,Home Maker,18,Private,10760,1,Minivan,5624,3,No,3,0,13,0,City
221782023,0,02-Nov-75,24,1,12,"£94,566","£237,707",No,F,Masters,,33,Private,3900,1,SUV,0,0,No,2,5495,16,1,City
772511257,0,10-Apr-44,55,0,13,,"£316,777",No,F,PhD,Home Maker,5,Private,21270,6,Sports Car,2622,1,No,2,5494,20,1,City
344149788,0,05-Dec-50,48,0,11,"£26,875",£0,No,M,High School,Clerical,18,Commercial,10450,1,Pickup,3830,1,No,8,4160,6,1,City
634070423,1,27-Apr-57,42,3,11,"£99,269","£312,132",No,M,Bachelors,Professional,34,Commercial,25910,7,Panel Truck,45894,2,Yes,1,5010,10,1,City
642975749,0,31-Jan-49,50,0,11,"£102,262",£0,No,M,High School,z_Blue Collar,40,Commercial,16730,14,Van,0,0,No,0,0,8,0,Rural
542062164,0,26-Jan-66,33,1,10,"£39,584",£0,No,F,Bachelors,z_Blue Collar,40,Commercial,10260,14,SUV,0,0,No,0,0,4,0,City
834666908,0,24-Feb-43,56,0,12,"£95,259","£320,734",Yes,F,Bachelors,z_Blue Collar,25,Commercial,11030,4,Minivan,0,0,No,0,0,1,0,City
319910320,0,12-Jan-50,49,0,8,"£76,399","£227,574",Yes,M,High School,z_Blue Collar,44,Commercial,14040,7,Minivan,32239,2,Yes,5,0,1,0,City
270119970,0,28-Jun-46,53,0,2,"£13,753",£0,No,F,<High School,Home Maker,50,Private,2880,4,Sports Car,0,0,No,1,0,,0,Rural
752309500,0,17-Jul-47,52,0,14,"£57,134",£0,Yes,M,High School,Professional,41,Commercial,8430,4,Pickup,0,0,No,2,0,8,0,City
180660768,0,21-Jan-39,60,0,11,,"£292,039",No,M,Masters,,43,Commercial,22780,4,Panel Truck,8400,1,No,0,5294,22,1,City
494349872,0,03-Feb-50,49,0,9,"£60,368","£172,691",Yes,M,Bachelors,Manager,16,Private,6400,4,Pickup,0,0,No,0,0,4,0,City
580228287,0,06-May-78,21,1,8,"£18,483",£0,No,F,High School,Clerical,20,Private,8150,1,Sports Car,7781,2,No,3,3087,1,1,City
918437912,0,16-Jul-49,50,0,9,"£58,628",£0,No,M,Masters,Lawyer,14,Private,12360,1,Minivan,0,0,No,0,1011,15,1,City
900527776,0,24-Apr-69,30,4,14,"£53,140",£0,Yes,F,Bachelors,Clerical,16,Private,6810,9,SUV,36267,1,No,0,0,13,0,City
97903138,0,19-May-63,36,2,14,"£80,765","£188,192",Yes,M,Masters,Lawyer,29,Private,13840,3,Minivan,0,0,No,1,0,9,0,City
379632558,0,09-Jul-69,30,0,12,"£80,872","£287,002",Yes,M,Bachelors,Professional,27,Private,29580,10,Minivan,0,0,No,0,0,7,0,Rural
523858256,0,27-Jan-46,53,0,0,£0,"£105,926",Yes,M,Masters,Home Maker,31,Private,6800,11,Pickup,0,0,No,0,0,14,0,City
11634102,0,23-Sep-50,49,0,2,"£81,280","£246,248",Yes,M,Bachelors,Professional,24,Private,14530,1,Minivan,0,0,No,0,0,6,0,City
112544942,0,07-Nov-37,62,0,15,"£39,953","£179,983",Yes,M,PhD,Doctor,5,Private,14740,1,SUV,8006,2,No,0,0,1,0,City
774052555,1,25-Dec-60,38,2,13,"£38,317","£127,410",Yes,F,PhD,Doctor,44,Private,1500,1,Sports Car,2896,1,No,8,0,8,0,City
468564989,0,17-Apr-40,59,0,11,"£8,213",£0,No,F,High School,Home Maker,61,Private,8840,6,SUV,2479,3,No,6,5109,5,1,City
126375450,0,20-Aug-46,53,0,11,"£70,026",£0,No,F,Masters,Lawyer,39,Private,18780,10,Pickup,0,0,No,0,0,11,0,City
296960793,0,13-May-53,46,0,13,"£49,838","£162,335",Yes,M,High School,Clerical,15,Private,11080,6,Minivan,0,0,No,0,0,9,0,City
734467603,0,19-Mar-69,30,3,11,"£75,891","£221,614",Yes,M,Masters,,34,Commercial,4500,4,Pickup,3919,1,No,1,2419,20,1,City
247424045,2,27-Mar-57,42,2,17,"£69,465","£203,710",Yes,M,Bachelors,z_Blue Collar,36,Commercial,15770,1,Minivan,0,0,No,0,0,6,0,Rural
377628766,0,17-Sep-50,49,0,8,,£0,No,M,Masters,Lawyer,26,Private,12910,4,Minivan,0,0,No,0,0,17,0,City
134738919,0,30-Mar-42,57,0,,"£104,257",£0,Yes,F,PhD,Doctor,32,Private,7650,4,SUV,0,0,Yes,0,0,8,0,City
251827434,0,05-Sep-53,46,0,0,£0,£0,No,F,High School,Student,23,Commercial,10080,1,SUV,0,0,No,0,0,10,0,Rural
57808809,0,03-Aug-56,43,4,11,"£69,651","£277,125",Yes,M,High School,z_Blue Collar,50,Commercial,19210,10,Van,0,0,No,0,0,7,0,City
938382235,0,02-Aug-49,50,0,12,"£92,237",£0,No,M,Bachelors,z_Blue Collar,55,Commercial,15720,13,Minivan,0,0,No,3,0,11,0,Rural
315755344,1,03-May-57,42,1,9,"£61,995",£0,No,F,Bachelors,Professional,53,Private,36080,1,Minivan,0,0,No,3,27166,8,1,City
600749165,0,17-Sep-57,42,0,7,"£178,453","£450,858",Yes,F,Masters,Lawyer,30,Private,24790,6,SUV,0,0,No,1,0,17,0,City
233252730,0,11-May-51,48,0,8,"£134,140",£0,No,M,PhD,Manager,34,Commercial,30240,1,Panel Truck,7478,2,No,6,0,13,0,City
109627178,1,07-Mar-61,38,2,11,"£22,938",£0,No,F,High School,Clerical,39,Private,14170,4,SUV,9785,2,No,0,5780,1,1,Rural
156186403,0,13-Dec-45,53,0,13,,"£492,441",Yes,M,PhD,Doctor,27,Private,14610,6,Minivan,0,0,No,0,0,5,0,City
73630929,0,09-Aug-43,56,0,9,"£29,401","£199,129",Yes,F,High School,Clerical,42,Private,18350,14,SUV,0,0,No,0,0,6,0,Rural
365565054,0,06-Jan-48,51,0,4,"£72,453",£0,No,F,PhD,Doctor,52,Private,13850,1,SUV,2847,4,No,7,0,15,0,City
420707558,0,04-May-56,43,0,10,,£0,No,F,<High School,Clerical,50,Private,14080,4,Minivan,0,0,No,0,0,1,0,Rural
314006147,0,19-Jul-47,52,0,10,"£47,417","£230,015",No,M,Masters,Lawyer,61,Private,8840,10,Minivan,0,0,No,0,0,13,0,City
860143895,0,03-Jun-57,42,0,12,"£91,845","£256,611",Yes,F,Masters,Professional,41,Private,33490,11,SUV,0,0,No,0,0,19,0,City
166073270,0,28-Oct-67,32,0,10,"£16,118",£0,No,F,<High School,z_Blue Collar,44,Private,6380,1,SUV,7223,1,No,4,3889,1,1,City
324060462,0,18-Dec-56,42,0,13,"£172,119","£436,005",Yes,M,PhD,Manager,26,Commercial,7580,16,Pickup,0,0,No,0,0,12,0,City
600385688,0,27-Jul-72,27,3,15,"£52,335","£190,666",Yes,M,Bachelors,Clerical,24,Private,9430,18,Minivan,0,0,No,0,0,7,0,City
329152754,0,25-Jul-61,38,2,10,"£40,180","£161,388",Yes,F,Masters,Home Maker,23,Private,3320,1,Sports Car,0,0,No,0,0,2,0,Rural
676425834,0,02-Jun-53,46,0,11,"£89,657","£265,696",No,F,Bachelors,Professional,39,Private,11070,1,SUV,0,0,No,1,0,10,0,City
320781931,1,21-Mar-61,38,1,14,"£39,338",£0,No,M,High School,z_Blue Collar,28,Commercial,9230,4,Minivan,0,0,No,0,0,1,0,Rural
427138852,1,15-Oct-58,41,1,0,£0,"£133,632",Yes,F,Masters,Home Maker,21,Private,5600,16,Sports Car,4263,3,No,0,0,17,0,City
515799393,0,29-Apr-58,41,0,10,"£50,331",£0,No,F,Bachelors,z_Blue Collar,23,Commercial,18870,4,Pickup,5581,2,No,7,1246,1,1,City
826840501,0,19-Mar-57,42,1,6,"£68,984","£220,123",No,M,<High School,Professional,46,Private,1500,6,Minivan,0,0,Yes,4,0,5,0,City
278472793,2,09-Feb-62,37,2,5,,"£231,267",Yes,M,Bachelors,Clerical,50,Private,11270,1,Minivan,0,0,No,3,2446,1,1,City
153574010,0,15-Dec-72,26,3,13,"£14,822",£0,No,F,<High School,Clerical,5,Private,8830,10,Sports Car,7486,3,No,9,3462,1,1,City
169535646,0,28-Dec-51,47,0,0,£0,"£55,816",Yes,F,Bachelors,Home Maker,31,Private,6200,1,SUV,0,0,Yes,0,0,1,0,City
105282377,0,04-Aug-55,44,0,9,"£70,914",£0,No,F,Bachelors,z_Blue Collar,69,Commercial,5900,7,SUV,0,0,No,0,0,9,0,Rural
917624270,0,10-Aug-44,55,0,13,"£28,196","£146,725",No,F,High School,Clerical,26,Private,16340,6,Minivan,0,0,No,0,0,6,0,Rural
807685357,0,18-Jul-60,39,0,10,"£198,320","£491,129",Yes,M,High School,z_Blue Collar,20,Private,38910,6,Minivan,0,0,No,1,0,1,0,City
150742638,0,29-Oct-43,56,0,6,,"£244,865",Yes,F,Masters,Lawyer,13,Private,29040,4,Minivan,0,0,No,0,0,14,0,City
688412739,0,10-Apr-51,48,0,13,"£78,966",£0,No,F,Bachelors,Professional,39,Private,21420,6,Sports Car,0,0,No,3,0,8,0,City
808457403,0,29-Apr-54,45,0,7,"£155,990","£397,558",Yes,F,Masters,Lawyer,29,Private,6000,4,SUV,0,0,No,0,0,11,0,City
489425187,0,22-May-49,50,0,14,"£5,041","£85,266",No,F,Masters,Home Maker,5,Commercial,13620,10,Pickup,0,0,No,0,0,15,0,City
124071503,0,23-Feb-43,56,0,,"£84,186","£270,706",Yes,M,Masters,Manager,45,Private,15520,7,Minivan,0,0,No,0,0,19,0,City
93519245,0,07-Apr-48,51,0,13,"£51,513",£0,No,M,Masters,Lawyer,43,Private,6650,4,Minivan,33388,2,Yes,4,2838,17,1,City
75194867,0,13-Sep-63,36,0,0,£0,"£67,341",No,F,PhD,Home Maker,62,Private,2680,6,Sports Car,0,0,No,0,4446,21,1,City
825126475,0,26-Nov-67,31,1,8,"£2,177",£0,No,M,High School,Student,24,Private,13150,4,Minivan,0,0,No,0,0,1,0,City
251851062,0,29-Jun-59,40,0,8,"£55,258","£185,844",No,M,High School,z_Blue Collar,36,Commercial,13860,10,Minivan,6474,2,No,3,0,1,0,City
931284621,0,25-Sep-55,44,0,14,"£25,588","£117,668",Yes,M,<High School,z_Blue Collar,30,Private,14830,5,Minivan,0,0,No,2,0,4,0,City
918785974,0,19-Jun-45,54,0,8,"£55,742","£187,129",Yes,F,High School,z_Blue Collar,52,Commercial,15810,10,SUV,9718,3,Yes,2,5791,9,1,City
931221104,0,16-Sep-66,33,0,11,,"£120,704",No,F,High School,Home Maker,47,Private,12400,20,Minivan,5531,2,No,6,0,1,0,Rural
132924806,0,10-Mar-45,54,0,14,"£81,438",£0,No,F,Masters,Lawyer,38,Private,15040,4,Sports Car,0,0,No,0,6120,16,1,City
249923796,2,15-Nov-59,40,2,13,"£45,777","£201,836",Yes,M,Bachelors,Clerical,78,Commercial,16990,7,Van,0,0,No,4,0,11,0,Rural
111008804,0,01-Sep-61,38,0,10,"£98,120",£0,No,F,Bachelors,z_Blue Collar,22,Commercial,16090,3,SUV,2982,3,No,2,0,12,0,City
230948853,0,25-Dec-40,58,0,12,"£69,282","£291,845",Yes,M,Bachelors,Professional,46,Private,10520,6,Pickup,1142,1,No,0,3817,13,1,City
958652858,1,03-Dec-56,42,2,10,"£36,230","£159,183",No,F,<High School,z_Blue Collar,43,Private,6480,4,SUV,9773,2,No,1,2974,5,1,City
145363238,0,27-Jun-56,43,0,12,"£37,384","£199,939",Yes,M,High School,Manager,50,Private,9540,6,Pickup,0,0,No,4,0,,0,City
913147347,0,19-Sep-58,41,0,10,"£36,339","£220,085",Yes,F,High School,z_Blue Collar,41,Commercial,25980,6,Pickup,0,0,No,2,0,13,0,City
430554774,0,07-Sep-54,45,3,18,"£77,865","£212,459",Yes,F,<High School,z_Blue Collar,14,Private,27170,7,Minivan,0,0,No,1,0,7,0,City
120868496,0,11-Feb-46,53,0,11,"£97,706",£0,No,M,Masters,,49,Commercial,18020,9,Van,0,0,No,0,0,10,0,City
471968658,0,23-Jun-46,53,0,15,"£63,049","£198,622",Yes,M,Bachelors,Professional,41,Private,13010,6,Minivan,1402,1,No,6,0,12,0,City
424786843,0,02-Aug-69,30,0,10,"£27,803",£0,No,F,High School,Clerical,40,Private,7280,4,Minivan,6322,2,No,5,0,8,0,City
348362424,0,10-Dec-66,32,1,14,"£42,667",£0,No,M,Bachelors,Professional,30,Commercial,8130,6,Pickup,5398,1,No,3,4387,1,1,City
730161977,0,01-Nov-49,50,0,8,"£34,611",£0,No,F,High School,Clerical,46,Private,12760,1,Minivan,3908,2,No,4,0,8,0,City
777788532,0,21-Dec-56,42,3,,"£43,444","£191,361",No,F,High School,Manager,32,Private,28060,7,Minivan,0,0,No,1,0,8,0,City
438085141,1,12-Jul-57,42,1,12,"£71,686",£0,No,F,Bachelors,Professional,38,Private,12870,10,Sports Car,5982,2,No,2,5464,10,1,City
729906545,0,11-Apr-58,41,0,0,£0,"£106,567",Yes,F,Masters,Home Maker,59,Private,5600,1,SUV,0,0,No,0,0,19,0,Rural
732351484,1,18-Jul-60,39,3,14,"£46,878","£176,582",Yes,F,Bachelors,Clerical,27,Private,13740,7,SUV,0,0,No,1,0,9,0,City
638387778,0,18-May-72,27,0,8,"£78,197","£229,000",Yes,F,Masters,Manager,12,Private,18040,13,Pickup,0,0,No,0,0,12,0,City
114352452,1,03-Jul-56,43,1,11,"£84,342","£283,939",Yes,M,Masters,Lawyer,47,Private,28840,10,Minivan,3826,3,No,2,0,8,0,City
938303236,0,13-Nov-54,45,1,9,"£24,178","£114,919",Yes,F,<High School,Clerical,67,Private,29790,10,Minivan,9197,2,No,1,0,1,0,City
616415777,0,12-Jan-56,43,0,11,"£44,139","£151,192",No,F,High School,z_Blue Collar,40,Commercial,13910,1,SUV,0,0,Yes,0,0,1,0,Rural
897529156,0,15-Jun-66,33,0,9,"£69,641","£231,672",No,M,Bachelors,z_Blue Collar,33,Commercial,22680,1,Panel Truck,1712,4,No,2,2052,15,1,City
134426064,0,16-Feb-51,48,0,15,"£81,940","£259,149",Yes,F,High School,Manager,5,Private,17270,1,Sports Car,17691,1,Yes,6,0,1,0,City
339847244,0,20-May-47,52,0,13,"£16,005","£53,608",Yes,M,<High School,Clerical,39,Private,11570,7,Pickup,3546,1,No,5,0,1,0,City
827574178,0,11-Jul-52,47,0,12,"£55,019","£204,733",Yes,F,Bachelors,Professional,50,Private,18110,4,SUV,9085,2,No,1,0,9,0,City
978376735,0,25-Jan-44,55,0,15,,"£149,316",Yes,M,Bachelors,Professional,40,Commercial,33880,9,Panel Truck,6822,2,No,3,0,9,0,City
897465576,0,04-Mar-48,51,1,13,"£46,381","£214,573",Yes,F,High School,Manager,18,Private,20130,12,SUV,0,0,No,0,0,6,0,City
448101140,0,16-Mar-52,47,0,8,"£51,624",£0,No,M,High School,Clerical,24,Private,20500,1,Van,0,0,No,0,0,1,0,City
288116855,0,19-Jan-71,28,0,9,"£13,410",£0,Yes,M,High School,Student,27,Private,4500,7,Pickup,5575,2,No,2,835,10,1,City
809433095,0,11-Jul-48,51,0,11,"£61,666","£198,755",Yes,F,Bachelors,Manager,34,Private,20910,1,Pickup,10147,1,No,4,0,11,0,City
686821723,0,15-Apr-57,42,1,11,"£200,928","£504,568",Yes,M,PhD,Manager,25,Commercial,5600,1,Pickup,4020,1,No,2,2978,14,1,City
380886411,0,16-Apr-52,47,0,12,"£64,246","£229,715",Yes,M,Bachelors,Manager,34,Commercial,7200,1,Pickup,10265,1,No,1,0,13,0,City
896894650,0,31-Jul-59,40,2,9,"£31,957","£141,060",Yes,M,<High School,Clerical,29,Private,19930,14,Van,0,0,No,0,0,1,0,City
484814016,0,24-Dec-68,30,2,11,"£13,490","£93,538",Yes,M,High School,Student,5,Commercial,5850,10,Pickup,31401,3,Yes,1,4615,1,1,City
989870546,0,21-Jul-46,53,0,11,"£82,266",£0,No,M,Masters,Lawyer,21,Private,15030,1,Minivan,0,0,No,1,0,16,0,City
79332543,0,20-Sep-66,33,1,12,"£92,060",£0,No,F,Bachelors,Professional,24,Private,14010,5,SUV,0,0,No,0,2946,10,1,City
541184760,1,01-Jun-57,42,2,,"£35,101","£153,083",Yes,F,Bachelors,Clerical,37,Private,9210,4,SUV,0,0,No,2,0,16,0,Rural
221331559,0,20-Oct-46,53,1,13,"£52,019","£217,801",Yes,M,Bachelors,z_Blue Collar,53,Commercial,16940,3,Van,32115,1,No,0,0,11,0,City
551296680,0,13-Mar-56,43,0,12,"£2,346","£97,762",Yes,F,Bachelors,Student,25,Commercial,24590,1,Minivan,33218,3,No,0,0,7,0,City
433559105,0,02-May-63,36,0,11,"£48,901","£212,824",Yes,M,High School,Manager,5,Private,5100,1,Pickup,3805,3,No,0,0,9,0,City
344418903,1,22-May-61,38,2,15,"£40,342","£189,060",Yes,F,Bachelors,Clerical,5,Private,8230,1,SUV,0,0,No,1,0,14,0,Rural
363183316,0,18-Jan-58,41,2,13,"£78,370","£229,933",No,F,Masters,Lawyer,42,Private,21340,11,Minivan,0,0,No,0,0,12,0,Rural
960411098,3,29-Dec-60,38,3,9,"£38,212","£162,809",No,M,Bachelors,Clerical,60,Commercial,22320,1,Van,4326,4,No,6,0,13,0,Rural
321588388,0,27-Oct-63,36,1,10,"£100,095",£0,No,F,Masters,Lawyer,15,Private,17520,1,SUV,0,0,No,0,0,19,0,City
353028480,0,30-Jul-71,28,1,11,"£70,029","£230,614",Yes,F,Masters,,51,Private,11300,11,SUV,0,0,No,0,0,10,0,City
377113943,0,16-Mar-64,35,2,13,"£35,907","£162,413",No,F,High School,Clerical,53,Private,8590,4,SUV,1278,2,No,6,0,,0,Rural
943460621,0,29-Oct-48,51,0,12,"£37,721",£0,No,M,High School,z_Blue Collar,23,Commercial,11750,1,Pickup,6281,2,No,1,0,5,0,Rural
887521778,0,28-Oct-43,56,0,8,"£42,834","£147,627",Yes,M,Bachelors,z_Blue Collar,29,Commercial,22760,4,Panel Truck,0,0,No,5,0,8,0,Rural
668312735,0,17-Sep-52,47,0,9,"£107,414",£0,No,F,Masters,Home Maker,50,Commercial,21220,7,Pickup,8295,2,No,2,0,17,0,City
728598765,0,19-Mar-53,46,0,15,"£45,109","£226,414",Yes,F,PhD,Doctor,31,Private,26780,4,Minivan,0,0,No,1,0,18,0,City
890361473,0,19-May-56,43,0,9,"£21,913","£124,619",Yes,M,<High School,Clerical,26,Commercial,7990,6,Pickup,4748,3,No,1,0,4,0,City
786615637,0,29-Oct-46,53,0,2,"£55,890",£0,No,F,Masters,Lawyer,42,Private,12390,6,SUV,6668,1,No,4,0,19,0,City
496944134,0,17-Aug-62,37,3,15,"£130,123",£0,Yes,F,Bachelors,z_Blue Collar,58,Commercial,32260,4,Minivan,0,0,No,0,0,7,0,City
343549613,0,07-Dec-52,46,0,10,"£70,307","£229,599",Yes,F,Bachelors,z_Blue Collar,36,Commercial,22210,1,SUV,6632,2,No,0,0,10,0,City
412540642,0,23-Aug-42,57,0,13,"£27,281","£199,016",Yes,F,High School,Home Maker,24,Private,22470,4,SUV,0,0,Yes,1,6394,1,1,City
493410573,0,11-Apr-62,37,4,11,"£34,622","£188,514",Yes,M,Masters,Professional,30,Private,20170,6,Van,7875,1,No,0,0,,0,City
761425152,0,09-Nov-52,47,0,10,,£0,No,F,Masters,Lawyer,23,Private,32020,1,Minivan,37066,2,Yes,0,0,22,0,City
292877455,0,19-Apr-44,55,0,15,"£39,422","£173,117",Yes,F,High School,Clerical,32,Private,18150,1,Minivan,0,0,No,0,0,8,0,City
775278706,0,20-May-49,50,0,3,"£87,719",£0,No,M,Bachelors,z_Blue Collar,20,Commercial,9160,17,Minivan,0,0,Yes,2,9251,9,1,City
889530074,0,01-Sep-44,55,0,12,,"£118,928",Yes,F,Bachelors,Home Maker,35,Private,1500,13,SUV,0,0,No,1,0,8,0,Rural
426770568,0,08-Apr-59,40,0,11,"£32,265",£0,No,F,High School,Clerical,47,Private,8730,3,Minivan,3979,1,No,7,4939,1,1,City
22965816,0,23-Aug-52,47,0,10,"£55,821","£219,328",Yes,F,High School,Clerical,49,Private,11780,1,SUV,7822,3,No,0,0,1,0,City
307042838,0,03-Aug-62,37,3,15,"£98,655","£273,367",Yes,F,Masters,Lawyer,15,Private,11370,1,SUV,0,0,No,5,0,13,0,City
381939339,0,04-Jun-65,34,1,11,"£35,136","£121,660",Yes,M,High School,Clerical,9,Private,15330,10,Minivan,0,0,No,1,0,1,0,City
584909942,0,23-Jan-55,44,0,12,,"£232,196",No,M,<High School,Clerical,38,Commercial,21960,7,Van,0,0,No,0,0,1,0,Rural
62526097,0,06-Jul-46,53,0,12,"£167,661","£436,962",No,M,Masters,,36,Commercial,24390,4,Panel Truck,10421,3,No,0,0,18,0,City
647929536,0,09-Jun-62,37,0,10,"£44,705","£159,071",Yes,M,Masters,Professional,21,Private,12990,6,Minivan,0,0,No,4,0,13,0,City
877092530,1,04-Jun-61,38,3,15,"£57,925","£142,910",Yes,M,<High School,z_Blue Collar,16,Private,30770,6,Minivan,0,0,No,0,0,6,0,City
2755470,0,23-Jun-46,53,0,13,,"£185,892",Yes,F,Bachelors,Professional,27,Private,14880,10,SUV,0,0,Yes,1,0,6,0,City
689058670,0,25-Aug-43,56,0,13,"£44,320","£167,201",Yes,F,Bachelors,Clerical,47,Commercial,12160,1,Pickup,3211,1,No,7,4630,15,1,City
877336554,0,20-Nov-46,52,0,13,"£154,956",£0,No,M,Masters,,39,Commercial,26910,10,Panel Truck,0,0,No,2,0,16,0,City
22340563,1,25-May-60,39,3,17,"£25,846","£106,997",Yes,M,High School,Clerical,67,Commercial,26850,10,Panel Truck,0,0,No,3,0,7,0,City
640251296,0,23-Nov-40,58,0,,"£7,452",£0,No,F,High School,Student,30,Private,8050,1,SUV,9231,3,No,0,1971,1,1,City
368736067,0,07-Apr-56,43,2,13,"£126,496",£0,Yes,M,Masters,,22,Commercial,26980,7,Panel Truck,0,0,No,5,0,16,0,City
426369935,0,12-Jun-57,42,2,14,"£73,694","£226,420",Yes,F,Bachelors,Professional,38,Private,5730,1,SUV,0,0,Yes,0,2398,11,1,City
441669981,0,06-Oct-47,52,0,13,"£57,536","£178,298",Yes,F,High School,Professional,73,Private,17130,6,Pickup,0,0,No,0,0,6,0,Rural
692928838,2,26-Jul-54,45,3,9,"£44,786","£174,130",Yes,F,High School,Clerical,5,Private,10480,13,SUV,0,0,No,2,2746,1,1,City
814292282,1,15-Jan-58,41,1,11,"£182,782",£0,No,M,PhD,,36,Commercial,23880,3,Panel Truck,5639,2,Yes,5,2233,14,1,City
137784529,0,17-Sep-60,39,1,6,"£56,014","£230,738",Yes,F,Bachelors,Professional,28,Private,7100,4,SUV,0,0,No,0,6147,,1,City
442029284,0,13-Aug-52,47,0,12,"£38,760","£215,763",No,F,Bachelors,Professional,17,Commercial,27820,6,Pickup,0,0,No,1,0,12,0,Rural
509848253,0,08-Jun-53,46,0,13,"£52,955",£0,No,M,Bachelors,Professional,15,Private,14640,1,Minivan,0,0,No,0,0,9,0,City
792036483,1,27-Aug-65,34,1,12,"£33,197","£125,170",Yes,F,High School,Clerical,28,Private,5100,4,SUV,0,0,No,0,0,6,0,City
405037020,0,03-Dec-70,28,4,12,"£94,675","£296,546",No,M,Masters,,48,Private,10320,6,Pickup,0,0,No,3,4239,17,1,City
111510092,0,22-May-62,37,4,17,"£22,699",£0,No,M,<High School,Clerical,35,Private,7470,1,Pickup,0,0,No,0,0,1,0,Rural
521577209,0,02-Apr-53,46,0,10,"£144,448","£377,248",No,F,Masters,Lawyer,35,Private,12130,1,SUV,0,0,No,3,0,17,0,City
932490405,0,11-May-69,30,1,12,"£28,162","£136,484",Yes,M,<High School,Clerical,6,Private,12680,3,Minivan,49131,1,Yes,0,0,7,0,City
268301086,0,14-Feb-50,49,0,,"£39,934","£177,609",Yes,F,High School,Clerical,55,Private,11750,4,SUV,0,0,No,0,0,,0,Rural
135435380,0,26-Dec-52,46,0,10,"£33,333","£124,860",Yes,F,High School,Clerical,28,Private,9430,13,SUV,0,0,No,0,0,,0,Rural
300696853,0,12-May-58,41,2,17,"£65,901","£238,820",Yes,M,PhD,Lawyer,16,Private,16570,6,Van,0,0,Yes,1,0,8,0,City
220914247,0,06-Oct-42,57,1,0,£0,"£84,346",Yes,F,<High School,Home Maker,36,Private,9180,1,SUV,2933,2,No,8,5777,1,1,City
749739115,2,08-Feb-59,40,3,16,"£96,613","£295,089",No,F,Bachelors,Professional,30,Private,24010,1,Minivan,4426,2,No,3,1424,5,1,City
464257651,0,04-Oct-63,36,0,13,"£46,195","£215,968",Yes,F,Bachelors,Clerical,25,Private,20530,3,Minivan,0,0,No,0,0,14,0,Rural
897794715,0,16-Mar-52,47,0,0,£0,"£66,429",Yes,F,Bachelors,Home Maker,19,Private,6200,9,SUV,23972,2,Yes,1,0,9,0,City
277134628,0,23-May-46,53,0,17,,"£343,940",Yes,F,PhD,Manager,44,Private,6800,1,SUV,0,0,No,2,0,16,0,City
137784529,0,17-Sep-60,39,1,6,"£56,014","£230,738",Yes,F,Bachelors,Professional,28,Private,23370,1,Pickup,0,0,Yes,0,0,,0,City
187912292,0,03-Jul-71,28,0,8,"£62,294","£176,676",No,M,High School,z_Blue Collar,43,Commercial,18370,7,Van,0,0,No,1,0,8,0,Rural
623213210,0,11-Jul-53,46,0,14,"£99,224","£279,332",Yes,M,Bachelors,z_Blue Collar,33,Commercial,13500,1,Minivan,0,0,No,1,0,11,0,Rural
668346653,0,17-Jun-61,38,0,12,,"£121,933",Yes,M,<High School,Clerical,35,Commercial,32460,1,Panel Truck,1414,2,No,4,0,1,0,City
640148036,0,06-Nov-46,53,0,11,"£27,045","£160,303",Yes,M,Bachelors,Clerical,53,Commercial,6800,6,Pickup,6523,3,No,4,2449,7,1,City
134059959,0,12-Oct-51,48,0,11,"£75,984",£0,No,F,High School,z_Blue Collar,43,Commercial,37310,1,Sports Car,40386,3,Yes,1,1051,2,1,City
632067262,0,17-Jul-46,53,0,15,"£58,231","£173,603",Yes,M,Bachelors,Professional,58,Private,1500,4,Minivan,0,0,No,0,0,,0,City
202401508,0,01-Jun-51,48,0,12,"£88,745","£242,038",Yes,F,High School,z_Blue Collar,54,Commercial,7050,1,SUV,1031,2,No,5,0,12,0,City
